Robot;Delta_muestra;Input_d;d_ref;vel_ref;Input_vel;Input_theta;Output_d;Output_vel;Output_theta;;;;
S;40;10.1;10;9;9.32;0;9;264.88;16.19;0.01;15;0;1
L;40;80;8.3;10;10.08;0;0;292.32;-6.31;0;15;0;1
T;40;7.2;10;8;7.98;-0.01;8;242.43;141.91;0.05;15;0.01;1
S;40;10.4;10;9;8.66;0;9;280.31;16.89;0.01;15;0;1
L;40;80;8.3;10;9.78;0;0;299.7;-2.14;0;15;0;1
T;40;7.3;10;8;8;-0.01;8;241.92;70.95;0.05;15;0.01;1
S;40;10.4;10;9;8.71;0;9;280.92;4.56;0.01;15;0;1
L;40;80;8.3;10;9.89;0;0;298;5.78;0;15;0;1
T;40;7.2;10;8;7.9;-0.01;8;244.65;56.17;0.05;15;0.01;1
S;40;10.3;10;9;8.94;0;9;276.78;14.48;0.01;15;0;1
L;40;80;8.3;10;10.07;0;0;294.06;-15.02;0;15;0;1
T;40;7.4;10;8;7.86;0;8;246.36;46.22;0.05;15;0.01;1
S;40;10.1;10;9;8.92;0;9;277.44;6.99;0.01;15;0;1
L;40;80;8.3;10;10.03;0;0;294.77;-2.13;0;15;0;1
T;40;7.4;10;8;7.88;0;8;246.62;47.4;0.05;15;0.01;1
S;40;10.4;10;9;9.02;0;9;275.49;12.97;0.01;15;0;1
L;40;80;8.3;10;10.03;0;0;294.47;-1.96;0;15;0;1
T;40;7.4;10;8;7.91;0;8;246.55;47.63;0.05;15;0.01;1
S;40;10.4;10;9;9.07;0;9;274.08;7.56;0.01;15;0;1
L;40;80;8.3;10;9.98;0;0;295.51;5.03;0;15;0;1
T;40;7.6;10;8;7.93;0;8;246.59;42.63;0.05;15;0.01;1
S;40;10.5;10;9;9.03;0;9;274.7;9.37;0.01;15;0;1
L;40;80;8.3;10;10.06;0;0;293.65;-5.88;0;15;0;1
T;40;7.7;10;8;7.77;0;8;251.07;41.49;0.05;15;0.01;1
S;40;10.6;10;9;9.07;0;9;273.47;12.17;0.01;15;0;1
L;40;75.4;8.3;10;9.92;0;0;296.84;0.27;0;15;0;1
T;40;7.3;10;8;7.96;0;8;247.55;44.1;0.05;15;0.01;1
S;40;10.5;10;9;9.05;0;9;273.68;6.1;0.01;15;0;1
L;40;80;8.3;10;10.28;0;0;287.99;2.54;0;15;0;1
T;40;7.5;10;8;8.21;0;8;241.28;33.12;0.05;15;0.01;1
S;40;10.5;10;9;9.04;0;9;273.52;12.31;0.01;15;0;1
L;40;77.2;8.3;10;10.51;0;0;280.38;7.52;0;15;0;1
T;40;7.3;10;8;8.18;0.01;8;240.73;22.97;0.05;15;0.01;1
S;40;10.5;10;9;9.02;0;9;273.79;5.07;0.01;15;0;1
L;40;77.2;8.3;10;9.95;0;0;292.01;-5.89;0;15;0;1
T;40;7.6;10;8;7.85;0.01;8;248.38;28.02;0.04;15;0.01;1
S;40;10.7;10;9;8.98;0;9;274.62;12.61;0.01;15;0;1
L;40;76.9;8.3;10;10.02;0;0;290.52;1.73;0;15;0;1
T;40;7.8;10;8;7.9;0.01;8;247.93;19.76;0.04;15;0.01;1
S;40;10.6;10;9;9.05;0;9;273.11;6.53;0.01;15;0;1
L;40;76.3;8.3;10;10.29;0;0;283.28;-16.95;0;15;0;1
T;40;7.5;10;8;8.13;0.01;8;242.48;13.59;0.04;15;0.01;1
S;40;10.8;10;9.15;9.03;0;9.15;277.35;22.11;0.01;15;0;1
L;40;78.9;8.3;10;10.12;0;0;286.16;1.4;0;15;0;1
T;40;7.4;10;8;8.05;0.01;8;243.72;19.78;0.04;15;0.01;1
S;40;10.9;10;9.66;9.02;0;9.66;291.44;6.21;0.01;15;0;1
L;40;78.6;8.3;10;10.12;0;0;285.44;-5.92;0;15;0;1
T;40;7.8;10;8;7.98;0.01;8;245.39;14.21;0.04;15;0.01;1
S;40;11;10;10.18;9.01;0;10.18;309.06;1.67;0.01;15;0;1
L;40;74.2;8.3;10;10.06;0;0;286.2;7.2;0;15;0;1
T;40;7.7;10;8.66;7.97;0.05;8.66;262.96;-127.94;0.04;15;0.01;1
S;40;10.7;10;9.07;9.14;0;9.07;283.35;14.36;0.01;15;0;1
L;40;74.9;8.3;10;10.02;0;0;286.88;2.64;0;15;0;1
T;40;7.5;10;8.66;8.11;0;8.66;263.35;96.64;0.04;15;0.01;1
S;40;10.8;10;9.56;9.41;0;9.56;288.7;22.27;0.01;15;0;1
L;40;78.9;8.3;10;10.01;0;0;287.07;-15.92;0;15;0;1
T;40;7.7;10;8.56;8.29;0;8.56;259.26;44.11;0.04;15;0.01;1
S;40;10.9;10;10.07;9.44;0;10.07;302.02;0.81;0.01;15;0;1
L;40;76;8.3;10;9.96;0;0;288.37;9.03;0;15;0;1
T;40;7.8;10;8.56;8.45;0;8.56;256.72;31.62;0.04;15;0.01;1
S;40;10.8;10;9.77;9.43;0;9.77;298.16;9.63;0.01;15;0;1
L;40;75.1;8.3;10;9.89;0.01;0;290.29;-21.63;0;15;0;1
T;40;7.6;10;8.77;8.51;0;8.77;261.27;22.2;0.04;15;0.01;1
S;40;10.9;10;10.27;10.23;0;10.27;292.41;10.79;0.01;15;0;1
L;40;77.6;8.3;10;9.92;0.01;0;290.23;-14.44;0;15;0;1
T;40;7.7;10;8.77;8.64;0;8.77;259.26;26.33;0.03;15;0.01;1
S;40;10.7;10;9.56;9.65;0;9.56;289.02;3.23;0.01;15;0;1
L;40;78.8;8.3;10;10.17;0;0;284.07;8.25;0;15;0;1
T;40;7.8;10;8.77;8.67;0;8.77;259.22;27.66;0.03;15;0.01;1
S;40;10.8;10;10.05;9.71;0;10.05;299.99;1.82;0.01;15;0;1
L;40;78.5;8.3;10;9.96;0;0;288.56;-0.94;0;15;0;1
T;40;7.7;10;8.56;8.66;0;8.56;254.55;15.8;0.03;15;0.01;1
S;40;10.6;10;9.33;10;0;9.33;275.47;-1.68;0.01;15;0;1
L;40;80;8.3;10;10.04;0;0;286.78;-7.25;0;15;0;1
T;40;7.8;10;8.56;8.73;0.01;8.56;252.13;12.26;0.03;15;0.01;1
S;40;10.9;10;10.63;9.61;0;10.63;315.92;13.57;0.01;15;0;1
L;40;78.8;8.3;10;10.2;0;0;282.47;11.82;0;15;0;1
T;40;7.7;10;9.63;8.73;0.01;9.63;279.22;12.74;0.03;15;0.01;1
S;40;10.8;10;10.33;9.79;0;10.33;309.15;-4.47;0.01;15;0;1
L;40;80;8.3;10;9.93;0;0;288.33;-9.2;0;15;0;1
T;40;8;10;9.63;8.75;0.01;9.63;283.85;11.27;0.03;15;0.01;1
S;40;10.9;10;10.84;10.05;0;10.84;318.76;2.82;0.01;15;0;1
L;40;80;8.3;10;10.02;0;0;286.29;-0.15;0;15;0;1
T;40;7.6;10;9.63;8.99;0.01;9.63;282.77;10.81;0.03;15;0.01;1
S;40;10.8;10;10.53;10.08;0;10.53;314.65;18.97;0.01;15;0;1
L;40;80;8.3;10;9.98;0;0;287.33;14.02;0;15;0;1
T;40;7.9;10;9.84;9.22;0.01;9.84;285.86;9.94;0.03;15;0.01;1
S;40;10.6;10;9.81;10.32;0;9.81;291.88;-10.62;0.01;15;0;1
L;40;80;8.3;10;10.08;0;0;284.84;1.64;0;15;0;1
T;40;8.4;10;9.84;9.35;0.01;9.84;286.23;10.14;0.02;15;0.01;1
S;40;10.8;10;10.7;10.42;0.01;10.7;309.68;-6.72;0.01;15;0;1
L;40;80;8.3;10;10.13;0;0;282.91;8.74;0;15;0;1
T;40;8;10;9.7;9.47;0;9.7;282.27;13.4;0.02;15;0.01;1
S;40;10.8;10;10.8;10.43;0;10.8;313.56;1.37;0.01;15;0;1
L;40;80;8.3;10;10.04;0;0;284.51;5.14;0;15;0;1
T;40;7.9;10;9.7;9.56;0;9.7;281.17;11.29;0.02;15;0.01;1
S;40;10.8;10;10.89;10.38;0;10.89;319.49;4.6;0.01;15;0;1
L;40;80;8.3;10;10.01;0;0;285.18;-9.82;0;15;0;1
T;40;8.3;10;9.7;9.66;0;9.7;279.48;9.26;0.02;15;0.01;1
S;40;10.9;10;11;10.09;0;11;332.87;1.05;0.01;15;0;1
L;40;80;8.3;10;9.9;0;0;288.03;6.13;0;15;0;1
T;40;8;10;9.89;10.1;0;9.89;273.03;7.65;0.02;15;0.01;1
S;40;10.8;10;11;11;0;11;314.51;-1.12;0.01;15;0;1
L;40;80;8.3;10;9.7;0;0;293.87;-7.8;0;15;0;1
T;40;7.9;10;9.89;9.4;0.01;9.89;290.08;3.87;0.02;15;0.01;1
S;40;10.6;10;10.37;10.55;0;10.37;309.67;19.1;0.01;15;0;1
L;40;80;8.3;10;9.89;0;0;290.62;17.08;0;15;0;1
T;40;7.9;10;9.37;9.61;0.01;9.37;273.93;6.14;0.02;15;0;1
S;40;10.7;10;10.85;10.57;0;10.85;320.89;9.5;0;15;0;1
L;40;80;8.3;10;10.17;-0.01;0;283.8;17.55;0;15;0;1
T;40;8;10;9.37;9.68;0.01;9.37;270.69;3.4;0.02;15;0;1
S;40;10.4;10;9.7;10.67;0;9.7;289.78;3.63;0;15;0;1
L;40;80;8.3;10;9.98;-0.01;0;287.86;12.3;0;15;0;1
T;40;8.1;10;9.37;9.54;0;9.37;272.51;9.17;0.02;15;0;1
S;40;10.6;10;10.57;10.59;0;10.57;309;4.22;0;15;0;1
L;40;80;8.3;10;9.97;-0.01;0;288.2;17.92;0;15;0;1
T;40;8.1;10;8.7;9.37;0;8.7;258.51;7.47;0.01;15;0;1
S;40;10.4;10;9.82;10.53;0;9.82;290.73;12.85;0;15;0;1
L;40;80;8.3;10;10.26;0;0;280.79;10.67;0;15;0;1
T;40;8.3;10;8.7;9.29;0;8.7;256.78;4.45;0.01;15;0;1
S;40;10.7;10;11;10.31;0;11;323.1;4.44;0;15;0;1
L;40;80;8.3;10;9.91;0;0;288.38;3.18;0;15;0;1
T;40;8.1;10;10;9.13;0;10;291.34;7.31;0.01;15;0;1
S;40;10.6;10;10.78;10.23;0;10.78;323.36;2.5;0;15;0;1
L;40;80;8.3;10;9.9;0;0;289.2;10.98;0;15;0;1
T;40;8.6;10;10;9.07;0;10;297.99;0.87;0.01;15;0;1
S;40;10.5;10;10.44;10.34;0;10.44;314.95;12.55;0;15;0;1
L;40;80;8.3;10;9.92;0;0;289.2;11.55;0;15;0;1
T;40;8.2;10;10;9.16;0;10;301.05;-0.34;0.01;15;0;1
S;40;10.3;10;9.67;10.56;0;9.67;289.87;-6.75;0;15;0;1
L;40;80;8.3;10;9.96;0;0;288.74;15.82;0;15;0;1
T;40;8.3;10;9.44;9.37;0;9.44;285.91;10.81;0.01;15;0;1
S;40;10.3;10;9.71;10.55;0.01;9.71;285.72;-9.61;0;15;0;1
L;40;80;8.3;10;9.88;0;0;291.01;13.04;0;15;0;1
T;40;8.3;10;9.44;9.61;0;9.44;280.05;-3.23;0.01;15;0;1
S;40;10.3;10;9.75;10.26;0.01;9.75;289.38;-6.29;0;15;0;1
L;40;80;8.3;10;10.08;0;0;286.51;1.68;0;15;0;1
T;40;8.6;10;8.75;9.65;0;8.75;259.95;1.39;0.01;15;0;1
S;40;10.3;10;9.78;10.04;0.01;9.78;293.12;-9.28;0;15;0;1
L;40;80;8.3;10;9.55;0;0;299.74;14.33;0;15;0;1
T;40;8.4;10;8.75;9.05;0;8.75;270.31;4.18;0.01;15;0;1
S;40;10.4;10;10.23;9.92;0.01;10.23;306.36;-11.53;0;15;0;1
L;40;80;8.3;10;9.85;0;0;294.7;21.76;0;15;0;1
T;40;8.4;10;9.23;9.55;0;9.23;268.23;5.47;0.01;15;0;1
S;40;10.5;10;10.69;9.89;0;10.69;320.88;-4.5;0;15;0;1
L;40;80;8.3;10;10.18;0;0;286.82;0.08;0;15;0;1
T;40;8.2;10;9.23;9.21;0;9.23;275.19;-3.07;0.01;15;0;1
S;40;10.7;10;11;9.86;0;11;334.58;-0.75;0;15;0;1
L;40;80;8.3;10;9.87;0;0;294.02;7.74;0;15;0;1
T;40;8.5;10;9.23;9.08;0;9.23;278.77;-0.57;0.01;15;0;1
S;40;10.5;10;10.83;9.95;0;10.83;334.53;-8.81;0;15;0;1
L;40;80;8.3;10;9.81;0;0;296.14;-4.9;0;15;0;1
T;40;8.3;10;10;9.1;0;10;299.07;-2.56;0.01;15;0;1
S;40;10.6;10;11;10.09;0;11;340.27;-2.41;0;15;0;1
L;40;80;8.3;10;9.89;0;0;295.16;15.05;0;15;0;1
T;40;8.5;10;10;9.57;0;10;292.12;-6.44;0.01;15;0;1
S;40;10.6;10;11;10.33;0;11;339.39;-8.11;0;15;0;1
L;40;80;8.3;10;9.97;0.04;0;293.88;-153.84;0;15;0;1
T;40;8.5;10;10;9.55;0;10;294.99;3.82;0.01;15;0;1
S;40;10.2;10;9.8;10.55;0;9.8;306.21;-6.82;0;15;0;1
L;40;80;8.3;10;9.94;-0.01;0;294.87;97.96;0;15;0;1
T;40;8.8;10;10;9.71;0;10;293.44;-6.37;0.01;15;0;1
S;40;10.3;10;10.24;10.69;0;10.24;309.56;-13.91;0;15;0;1
L;40;78.4;8.3;10;10.05;-0.02;0;292.22;51.01;0;15;0;1
T;40;8.7;10;10;9.93;0;10;289.4;-0.62;0.01;15;0;1
S;40;10.3;10;10.27;10.82;0.01;10.27;304.51;-18.38;0;15;0;1
L;40;79.2;8.3;10;10.21;-0.01;0;287.77;22.71;0;15;0;1
T;40;8.8;10;9.24;9.85;0;9.24;272.06;3.9;0.01;15;0;1
S;40;10.4;10;10.72;10.82;0;10.72;312.89;-4.84;0;15;0;1
L;40;79.3;8.3;10;10.15;-0.01;0;288.17;24.3;0;15;0;1
T;40;8.8;10;9.24;9.97;0;9.24;265.38;2.25;0.01;15;0;1
S;40;10.3;10;10.36;10.74;0;10.36;304.95;3.72;0;15;0;1
L;40;80;8.3;10;10.16;-0.01;0;287.1;25.47;0;15;0;1
T;40;8.9;10;9.36;9.8;0;9.36;268.61;5.36;0.01;15;0;1
S;40;10.4;10;10.81;10.76;0;10.81;313.96;-5.12;0;15;0;1
L;40;79.7;8.3;10;10.22;-0.01;0;284.46;23.29;0;15;0;1
T;40;8.8;10;9.36;9.59;0;9.36;271.71;-5.56;0.01;15;0;1
S;40;10.2;10;10.03;10.67;0;10.03;296.2;2.1;0;15;0;1
L;40;80;8.3;10;10.2;0;0;283.82;6.64;0;15;0;1
T;40;8.7;10;9.36;9.24;0;9.36;279.45;0.66;0.01;15;0;1
S;40;10.4;10;10.88;10.58;0;10.88;317.02;-0.13;0;15;0;1
L;40;78.5;8.3;10;10.15;0;0;283.81;23.21;0;15;0;1
T;40;8.8;10;9.03;9.57;0;9.03;262.97;13.34;0.01;15;0;1
S;40;10.3;10;10.51;10.48;0;10.51;311.92;-2.76;0;15;0;1
L;40;80;8.3;10;10.17;0;0;282.53;18.33;0;15;0;1
T;40;9;10;9.03;9.17;0;9.03;270.19;-3.38;0.01;15;0;1
S;40;10.4;10;10.96;10.46;0;10.96;324.27;-1.5;0;15;0;1
L;40;80;8.3;10;10.1;0;0;283.24;16.42;0;15;0;1
T;40;9.2;10;9.96;9.15;0;9.96;294.14;-0.8;0.01;15;0;1
S;40;10.3;10;10.6;10.56;0;10.6;314.98;-9.19;0;15;0;1
L;40;79.9;8.3;10;9.95;0;0;286.67;17.95;0;15;0;1
T;40;9.4;10;9.96;9.27;0;9.96;295.76;0.08;0.01;15;0;1
S;40;10.3;10;10.63;10.66;0;10.63;313.53;-0.16;0;15;0;1
L;40;80;8.3;10;9.92;0;0;287.84;14.18;0;15;0;1
T;40;9;10;9.96;9.71;0.06;9.96;288.42;-220.48;0.01;15;0;1
S;40;10.5;10;11;10.72;0;11;321.39;-1.52;0;15;0;1
L;40;80;8.3;10;9.99;0;0;286.35;28.17;0;15;0;1
T;40;9.4;10;9.63;9.74;-0.01;9.63;280.39;113.09;0.01;15;0;1
S;40;10.1;10;9.91;10.81;0;9.91;292.02;-2.17;0;15;0;1
L;41;78.7;8.3;10;9.96;-0.01;0;287.3;32.46;0.01;15;0;1
T;40;9.5;10;9.63;9.96;-0.02;9.63;274.11;56.63;0.01;15;0;1
S;40;9.9;10;9.09;10.8;0;9.09;265.77;5.54;0;15;0.01;1
L;40;80;8.3;10;9.88;0;0;289.52;23.15;0.01;15;0;1
T;40;9.3;10;8.09;9.85;-0.02;8.09;234.71;20.76;0.01;15;0;1
S;40;10.1;10;9.91;10.55;0;9.91;283.78;-1.7;0;15;0.01;1
L;40;79.8;8.3;10;9.89;0;0;290.01;10.52;0.01;15;0;1
T;40;9.3;10;8.09;9.63;-0.01;8.09;230.21;12.58;0.01;15;0;1
S;40;10.5;10;11;10.22;0;11;317.25;1.56;0;15;0.01;1
L;40;79.8;8.3;10;10.07;0;0;285.96;22.4;0.01;15;0;1
T;40;9.5;10;10;9.2;-0.01;10;282.47;19.68;0.01;15;0;1
S;40;10;10;9.57;10.03;0;9.57;289.15;0.97;0;15;0.01;1
L;40;76.4;8.3;10;10.17;0;0;282.84;19.96;0.01;15;0;1
T;40;9.4;10;10;8.87;0;10;295.67;7.39;0.01;15;0;1
S;40;10.3;10;10.8;10.03;0;10.8;318.82;-1.34;0;15;0.01;1
L;40;78.4;8.3;10;10.21;0;0;280.96;9.97;0.01;15;0;1
T;40;9.6;10;10;8.9;-0.01;10;301.38;17.28;0.01;15;0;1
S;41;10.3;10;10.84;10.1;0;10.84;322.44;2.29;0;15;0.01;1
L;40;76.9;8.3;10;10.34;0;0;276.3;30.38;0.01;15;0;1
T;40;9.6;10;9.8;9.13;-0.01;9.8;296.54;15.51;0.01;15;0;1
S;40;10.4;10;11;10.25;0;11;327.17;5.9;0;15;0.01;1
L;40;77.1;8.3;10;10.28;0;0;275.93;10.77;0.01;15;0;1
T;40;9.5;10;9.8;9.46;0;9.8;291.77;6.43;0.01;15;0;1
S;40;10.3;10;10.92;10.42;0;10.92;325.02;5.83;0;15;0.01;1
L;40;75.6;8.3;10;10.29;0;0;273.95;6.45;0.01;15;0;1
T;40;9.7;10;9.92;10.43;0;9.92;271.73;0.09;0.01;15;0;1
S;40;10.3;10;10.96;10.69;0;10.96;321.79;6.09;0;15;0.01;1
L;40;74.1;8.3;10;10.11;0.01;0;276.95;1.8;0.01;15;0;1
T;40;9.6;10;9.92;10.15;0;9.92;276.02;3.54;0.01;15;0;1
S;40;10.1;10;10.17;10.87;-0.01;10.17;298.01;16.13;0;15;0.01;1
L;40;76.6;8.3;10;9.32;0;0;296.91;14.13;0.01;15;0;1
T;40;9.5;10;9.92;9.8;0;9.92;283.74;1.92;0.01;15;0;1
S;40;10.1;10;10.18;10.75;-0.01;10.18;297.41;29.18;0;15;0.01;1
L;40;77.4;8.3;10;9.73;0;0;290.32;26.05;0.01;15;0;1
T;40;9.5;10;9.17;9.36;0;9.17;276.3;-0.67;0.01;15;0;1
S;40;10.4;10;11;10.58;0;11;319.9;-10.31;0;15;0.01;1
L;40;75.9;8.3;10;9.69;-0.01;0;292.77;41.42;0.01;15;0;1
T;40;9.6;10;9.17;9.38;0;9.17;274.68;-0.28;0.01;15;0;1
S;40;10.2;10;10.65;11.03;0;10.65;301.7;-4.18;0;15;0.01;1
L;40;74.8;8.3;10;10.12;-0.01;0;283.41;28.01;0.01;15;0;1
T;40;9.8;10;9.65;9.22;0;9.65;290.23;-2.64;0.01;15;0;1
S;40;10.3;10;11;10.79;0;11;314.65;-3.61;0;15;0.01;1
L;40;74.4;8.3;10;9.82;-0.01;0;290.53;64.05;0.01;15;0;1
T;40;10.1;10;9.65;9.27;0;9.65;291.53;3.51;0.01;15;0;1
S;40;10.3;10;11;10.74;0;11;317.31;-3.23;0;15;0.01;1
L;40;72.3;8.3;10;9.99;-0.01;0;287.26;49.06;0.01;15;0;1
T;40;10.2;10;9.65;9.38;0;9.65;290.67;-4.4;0;15;0;1
S;40;10.4;10;11;10.71;0;11;319.43;-5.77;0;15;0.01;1
L;40;76.7;8.3;10;10.26;-0.01;0;280.08;45.62;0.01;15;0;1
T;40;10.2;10;10;9.52;0;10;297.85;-1.11;0;15;0;1
S;40;10.5;10;11;10.77;0;11;319.58;1.61;0;15;0.01;1
L;40;75.5;8.3;10;9.95;-0.01;0;286.65;53.44;0.01;15;0;1
T;40;10.1;10;10;9.64;0;10;297.5;-5.4;0;15;0;1
S;40;10;10;10;10.7;0;10;296.74;1.09;0;15;0.01;1
L;40;71.8;8.3;10;9.87;-0.01;0;289.1;37.44;0.01;15;0;1
T;40;10.5;10;9;9.72;0;9;271.29;-8.73;0;15;0;1
S;40;10.2;10;10.8;10.68;0;10.8;314.16;-5.24;0;15;0.01;1
L;40;70.3;8.3;10;9.77;-0.02;0;292.43;78.2;0.01;15;0;1
T;40;10.2;10;9;9.77;0;9;265.9;-4.58;0;15;0;1
S;40;9.9;10;9.59;10.55;0;9.59;286.44;8.74;0;15;0.01;1
L;40;71.8;8.3;10;9.88;-0.01;0;290.93;62.37;0.01;15;0;1
T;40;10.4;10;9;9.64;0;9;264.81;-7.33;0;15;0;1
S;40;9.8;10;9.16;10.51;0;9.16;270.9;4.7;0;15;0.01;1
L;40;73.7;8.3;10;9.91;-0.01;0;290.96;60.06;0.01;15;0;1
T;40;10.1;10;8.59;9.51;0;8.59;253.72;0.38;0;15;0;1
S;40;10.1;10;10.38;10.17;0;10.38;303.53;14.01;0;15;0.01;1
L;40;71.1;8.3;10;9.96;-0.02;0;290.04;77.61;0.01;15;0;1
T;40;10.3;10;8.59;8.8;0;8.59;266.82;-6.41;0;15;0;1
S;40;10.4;10;11;9.97;0;11;326.3;2.52;0;15;0.01;1
L;40;72.7;8.3;10;9.96;-0.02;0;290.26;74.07;0.01;15;0;1
T;40;10.5;10;10;8.69;0;10;305.49;-11.08;0;15;0;1
S;40;10.3;10;11;9.98;0;11;331.99;2.92;0;15;0.01;1
L;40;70.4;8.3;10;9.92;-0.02;0;291.62;83.11;0.02;15;0;1
S;40;10.2;10;10.8;10.19;0;10.8;327.22;2.2;0;15;0.01;1
T;40;10.4;10;10;9.27;0;10;297.8;-0.55;0;15;0;1
L;40;73.1;8.3;10;9.95;-0.02;0;291.27;79.07;0.02;15;0;1
T;40;10.4;10;10;9.59;0;10;293.8;2.64;0;15;0;1
S;40;10.2;10;10.8;10.46;0;10.8;323.69;11.38;0;15;0.02;1
L;40;71.8;8.3;10;10.02;-0.02;0;289.82;80.88;0.02;15;0;1
T;40;10.3;10;9.8;10;0;9.8;280.16;4.91;0;15;0;1
S;40;10.3;10;11;10.63;0;11;326.36;6.62;0;15;0.02;1
L;40;68.6;8.3;10;10.13;-0.01;0;286.69;80.04;0.02;15;0;1
T;40;10.5;10;9.8;9.75;0;9.8;285.68;2.66;0;15;0;1
S;40;10.1;10;10.4;10.72;0;10.4;310.49;-0.15;0;15;0.02;1
L;40;68.4;8.3;10;10.1;-0.01;0;286.76;82.73;0.02;15;0;1
T;40;10.4;10;9.4;9.79;0;9.4;274.4;5.25;0;15;0;1
S;40;10.1;10;10.4;10.8;0;10.4;306.51;-4.41;0;15;0.02;1
T;40;10.9;10;9.4;9.67;0;9.4;275.36;9.62;0;15;0;1
L;40;69;8.3;10;9.98;-0.02;0;289.23;96.64;0.02;15;0;1
S;40;10.2;10;10.8;10.81;0;10.8;314.34;-11.66;0;15;0.02;1
L;40;69.7;8.3;10;9.72;-0.01;0;296.33;64.91;0.02;15;0;1
T;40;10.7;10;9.4;9.5;0;9.4;278.12;10.89;0;15;0;1
S;40;9.8;10;9.18;10.85;0;9.18;270.88;-4.87;0;15;0.02;1
L;40;69.3;8.3;10;10.09;-0.01;0;288.27;72.36;0.02;15;0;1
T;40;10.9;10;9.8;9.28;0;9.8;293.78;7.19;0;15;0;1
S;40;10.2;10;10.8;10.68;0;10.8;308.02;0.81;0;15;0.02;1
L;40;70.9;8.3;10;9.81;0;0;295.09;68.72;0.02;15;0;1
T;40;11;10;9.8;9.18;0;9.8;299.48;8.62;0;15;0;1
S;40;10;10;10;10.32;0;10;297.36;0.99;0;15;0.02;1
L;40;67.1;8.3;10;9.95;0;0;292.49;65.51;0.03;15;0;1
T;40;10.8;10;9.8;9.26;0;9.8;300.92;4.25;0;15;0;1
S;40;10.4;10;11;10.19;0;11;324.91;8.28;0;15;0.02;1
L;40;64.8;8.3;10;10.01;0;0;291.2;69.6;0.03;15;0;1
T;40;10.8;10;9.8;9.46;0;9.8;298.87;10.67;0;15;0;1
S;40;10.4;10;11;10.16;0;11;330.51;7.41;0;15;0.03;1
L;40;62.1;8.3;10;9.88;0;0;294.53;68;0.03;15;0;1
T;40;11.1;10;10;9.64;0;10;301.22;2.51;0;15;0;1
S;40;10.3;10;11;10.31;0;11;331.42;13.79;0;15;0.03;1
L;40;57.4;8.3;10;10.05;-0.01;0;290.79;112.78;0.03;15;0;1
T;40;10.8;10;10;9.83;0;10;298.51;0.49;0;15;0;1
S;40;10.2;10;10.8;11;0;10.8;312.26;6.38;0;15;0.03;1
L;40;57.4;8.3;10;10.21;0;0;286.23;52.95;0.03;15;0;1
T;40;10.8;10;10;9.89;0;10;297.88;-11.47;0;15;0;1
S;40;10.4;10;11;10.83;0;11;320.67;16.15;0;15;0.03;1
L;40;49.2;8.3;10;10.09;0;0;288.28;55.46;0.03;15;0;1
T;40;10.8;10;9.8;10.06;0;9.8;288.81;18.05;0;15;0;1
S;40;10.6;10;11;10.99;-0.01;11;317.54;19.74;0;15;0.03;1
L;40;51.6;8.3;10;9.97;0;0;290.94;54.72;0.04;15;0;1
T;40;10.8;10;9.8;10.04;0;9.8;287.9;8.78;0;15;0;1
S;40;10.4;10;11;10.96;-0.01;11;318.37;29.13;0;15;0.04;1
L;40;45.1;8.3;10;9.91;0;0;292.65;61.66;0.04;15;0;1
T;40;11.1;10;10;10.05;0;10;291.33;5.58;0;15;0;1
S;40;10.5;10;11;10.88;-0.01;11;320.58;26.77;0;15;0.04;1
L;40;44.4;8.3;10;9.9;0;0;293.28;84.19;0.04;15;0;1
T;40;11;10;10;10.02;0;10;291.9;3.8;0;15;0;1
S;40;10.5;10;11;10.79;-0.01;11;323.6;34.83;0;15;0.04;1
L;40;33.1;8.3;10;9.86;0;0;294.92;56.44;0.04;15;0;1
T;40;11.1;10;10;9.95;0;10;293.5;0.97;0;15;0;1
S;40;10.7;10;11;10.76;-0.01;11;325.68;31.4;0;15;0.04;1
L;40;33.9;8.3;10;9.92;-0.01;0;294.3;96.6;0.04;15;0;1
T;40;10.9;10;10;9.96;0;10;293.6;6.9;0;15;0;1
S;40;10.9;10;11;10.74;-0.01;11;327.63;38.27;0;15;0.04;1
L;40;80;8.3;10;9.98;-0.01;0;293.16;101.99;0.04;15;0;1
T;40;11.1;10;10;9.96;0;10;293.92;9.48;0;15;0;1
L;40;80;8.3;10;10;-0.01;0;292.82;99.76;0.04;15;0;1
S;40;10.6;10;11;10.71;-0.01;11;329.89;36.7;0;15;0.04;1
T;40;11.3;10;10;9.98;0;10;293.46;7.69;0;15;0;1
S;40;11.2;10;11;10.7;-0.01;11;331.96;41.25;0;15;0.04;1
L;40;80;8.3;10;9.93;-0.01;0;294.66;98.23;0.04;15;0;1
T;40;11.2;10;10;10.02;0;10;292.56;-0.59;0;15;0;1
S;40;11.3;10;11;10.78;-0.01;11;331.65;31.84;0;15;0.04;1
L;40;20.3;8.3;10;9.92;-0.01;0;295.3;106.02;0.04;15;0;1
T;40;11.1;10;10;10;0.04;10;293.09;-159.61;0;15;0;1
S;40;11.1;10;11;10.89;-0.01;11;329.9;30.13;0;15;0.04;1
L;40;20.1;8.3;10;10.73;-0.02;0;274.6;143.82;0.04;15;0;1
T;40;11.3;10;10;10.1;-0.01;10;290.4;84.41;0;15;0;1
S;40;11.1;10;11;10.98;-0.01;11;328.27;32.73;0;15;0.04;1
